PeakID (cmd=annotatePeaks.pl tss mm10 -list 2020-04-06_Neutrophil_Expressed_Genes_from_STAR.txt -size -500,150 -CpG)	Chr	Start	End	Strand	Not Used	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	CpG%	GC%
NM_178114	chr15	97247137	97247787	-	0	NA	promoter-TSS (NM_001164602)	promoter-TSS (NM_001164602)	0	NM_178114	105827	Mm.24005	NM_178114	ENSMUSG00000048218	Amigo2	AI415330|AMIGO-2|AW208913|Ali1	adhesion molecule with Ig like domain 2	protein-coding	0.143077	0.814132
NR_027831	chr2	94406207	94406857	+	0	NA	promoter-TSS (NR_027831)	promoter-TSS (NR_027831)	0	NR_027831	66457	Mm.402557	NR_027831		2810002D19Rik	-	RIKEN cDNA 2810002D19 gene	ncRNA	0.098462	0.695853
NM_175344	chr15	95790343	95790993	+	0	NA	promoter-TSS (NM_001253813)	promoter-TSS (NM_001253813)	0	NM_175344	105722	Mm.38087	NM_175344	ENSMUSG00000064210	Ano6	2900059G15Rik|AA407480|AW554778|F730003B03Rik|Tmem16f	anoctamin 6	protein-coding	0.090769	0.651306
NM_013557	chr5	143871362	143872012	+	0	NA	promoter-TSS (NM_013557)	promoter-TSS (NM_013557)	0	NM_013557	15467	Mm.389709	NM_013557	ENSMUSG00000029613	Eif2ak1	HCR|Hri	eukaryotic translation initiation factor 2 alpha kinase 1	protein-coding	0.025000	0.510204
NM_001081196	chr19	8818901	8819551	+	0	NA	promoter-TSS (NM_027412)	promoter-TSS (NM_027412)	0	NM_001081196	68693	Mm.476519	NM_001081196	ENSMUSG00000071659	Hnrnpul2	1110031M08Rik|AI465155|Hnrpul2	heterogeneous nuclear ribonucleoprotein U-like 2	protein-coding	0.047692	0.523810
NM_153787	chr10	20311969	20312619	+	0	NA	promoter-TSS (NM_001025393)	promoter-TSS (NM_001025393)	0	NM_153787	72567	Mm.294783	NM_153787	ENSMUSG00000037608	Bclaf1	2610102K23Rik|2700025J07Rik|2810454G14Rik|5730534O06Rik|AI450190|AW556225|Btf|mKIAA0164	BCL2-associated transcription factor 1	protein-coding	0.100000	0.652842
NM_026602	chr3	103171155	103171805	+	0	NA	promoter-TSS (NM_001356331)	promoter-TSS (NM_001356331)	0	NM_026602	68183	Mm.104919	NM_026602	ENSMUSG00000005687	Bcas2	6430539P16Rik|AI132645|C76366|C80030	breast carcinoma amplified sequence 2	protein-coding	0.046154	0.505376
NM_009207	chr5	24424732	24425382	+	0	NA	promoter-TSS (NM_009207)	promoter-TSS (NM_009207)	0	NM_009207	20535	Mm.4580	NM_009207	ENSMUSG00000028962	Slc4a2	Ae2|B3RP	solute carrier family 4 (anion exchanger), member 2	protein-coding	0.092308	0.637481
NM_031375	chr7	80260715	80261365	+	0	NA	promoter-TSS (NR_028053)	promoter-TSS (NR_028053)	0	NM_031375	83485	Mm.21175	NM_031375	ENSMUSG00000047084	Ngrn	AW552001	neugrin, neurite outgrowth associated	protein-coding	0.052308	0.546851
NM_134029	chr11	59847573	59848223	+	0	NA	promoter-TSS (NM_134029)	promoter-TSS (NM_134029)	0	NM_134029	103850	Mm.41761	NM_134029	ENSMUSG00000032615	Nt5m	2010013E09Rik|AI846937|dNT-2	5',3'-nucleotidase, mitochondrial	protein-coding	0.067692	0.572965
NM_001081199	chr2	25571166	25571816	-	0	NA	promoter-TSS (NM_001081199)	promoter-TSS (NM_001081199)	0	NM_001081199	381352	Mm.289046	NM_001081199	ENSMUSG00000026941	Mamdc4	Gm995	MAM domain containing 4	protein-coding	0.007692	0.548387
NM_172946	chr11	99243997	99244647	-	0	NA	promoter-TSS (NM_172946)	promoter-TSS (NM_172946)	0	NM_172946	268481	Mm.133193	NM_172946	ENSMUSG00000035849	Krt222	6330509G02Rik	keratin 222	protein-coding	0.018462	0.493088
NM_199447	chr19	41896003	41896653	-	0	NA	promoter-TSS (NM_199447)	promoter-TSS (NM_199447)	0	NM_199447	107094	Mm.276044	NM_199447	ENSMUSG00000035049	Rrp12	AA408556|AA536972|mKIAA0690	ribosomal RNA processing 12 homolog (S. cerevisiae)	protein-coding	0.055385	0.526882
NM_009500	chr2	27427458	27428108	-	0	NA	promoter-TSS (NM_009500)	promoter-TSS (NM_009500)	0	NM_009500	22325	Mm.179011	NM_009500	ENSMUSG00000009621	Vav2	2810040F13Rik|AI847175|Vav-2	vav 2 oncogene	protein-coding	0.009231	0.505376
NR_035480	chr2	92191477	92192127	+	0	NA	promoter-TSS (NR_035480)	promoter-TSS (NR_035480)	0	NR_035480	100316756		NR_035480	ENSMUSG00000088639	Mir1955	mir-1955|mmu-mir-1955	microRNA 1955	ncRNA	0.009231	0.337942
NM_011913	chr19	10001483	10002133	-	0	NA	promoter-TSS (NM_011913)	promoter-TSS (NM_011913)	0	NM_011913	24115	Mm.31577	NM_011913	ENSMUSG00000037418	Best1	Bmd|Vmd2|mBest1	bestrophin 1	protein-coding	0.003077	0.529954
NM_018860	chr10	128549018	128549668	-	0	NA	promoter-TSS (NM_018860)	promoter-TSS (NM_018860)	0	NM_018860	67945	Mm.290786	NM_018860	ENSMUSG00000093674	Rpl41	1810055P16Rik|2210411K19Rik	ribosomal protein L41	protein-coding	0.041538	0.425499
NM_010885	chr18	36744437	36745087	-	0	NA	promoter-TSS (NM_010885)	promoter-TSS (NM_010885)	0	NM_010885	17991	Mm.29867	NM_010885	ENSMUSG00000014294	Ndufa2	AV000592|B8|C1-B8|CI-B8	NADH:ubiquinone oxidoreductase subunit A2	protein-coding	0.075385	0.548387
NM_016897	chr14	32201741	32202391	-	0	NA	promoter-TSS (NM_001359915)	promoter-TSS (NM_001359915)	0	NM_016897	53600	Mm.303703	NM_016897	ENSMUSG00000013701	Timm23	Tim23	translocase of inner mitochondrial membrane 23	protein-coding	0.113846	0.708141
NM_010566	chr1	87619812	87620462	+	0	NA	promoter-TSS (NM_001110193)	promoter-TSS (NM_001110193)	0	NM_010566	16331	Mm.15105	NM_010566	ENSMUSG00000026288	Inpp5d	SHIP|SHIP-1|SHIP1|SIP-145|p150Ship|s-SHIP	inositol polyphosphate-5-phosphatase D	protein-coding	0.015385	0.526882
NM_011187	chr2	38643756	38644406	-	0	NA	promoter-TSS (NM_011187)	promoter-TSS (NM_011187)	0	NM_011187	19177	Mm.389251	NM_011187	ENSMUSG00000026750	Psmb7	AU020723|MC14	proteasome (prosome, macropain) subunit, beta type 7	protein-coding	0.061538	0.542243
NR_106170	chr16	22532034	22532684	-	0	NA	promoter-TSS (NR_106170)	promoter-TSS (NR_106170)	0	NR_106170	102465887		NR_106170	ENSMUSG00000099071	Mir8095	Gm27566|mmu-mir-8095	microRNA 8095	ncRNA	0.010769	0.486943
NM_145516	chr1	34849459	34850109	+	0	NA	promoter-TSS (NM_145516)	promoter-TSS (NM_145516)	0	NM_145516	226971	Mm.292751	NM_145516	ENSMUSG00000026123	Plekhb2	2310009M15Rik|AU018239|Evt2|Phdc|evt-2	pleckstrin homology domain containing, family B (evectins) member 2	protein-coding	0.043077	0.525346
NM_177326	chr16	32079192	32079842	-	0	NA	promoter-TSS (NM_177326)	promoter-TSS (NM_177326)	0	NM_177326	224105	Mm.234204	NM_177326	ENSMUSG00000022781	Pak2	5330420P17Rik|A130002K10Rik|AI836325|D16Ertd269e|PAK-2|mKIAA4182	p21 (RAC1) activated kinase 2	protein-coding	0.055385	0.585253
NM_146229	chr9	114688331	114688981	+	0	NA	promoter-TSS (NM_146229)	promoter-TSS (NM_146229)	0	NM_146229	235661	Mm.128627	NM_146229	ENSMUSG00000032435	Dync1li1	1110053F02Rik|Dnclic1|LIC-1	dynein cytoplasmic 1 light intermediate chain 1	protein-coding	0.089231	0.646697
NM_177158	chr7	28788469	28789119	+	0	NA	promoter-TSS (NM_001358916)	promoter-TSS (NM_001358916)	0	NM_177158	320435	Mm.74632	NM_177158	ENSMUSG00000051735	Rinl	5830482F20Rik|9930116N10Rik	Ras and Rab interactor-like	protein-coding	0.006154	0.548387
NM_133794	chr9	108507505	108508155	+	0	NA	promoter-TSS (NM_133794)	promoter-TSS (NM_133794)	0	NM_133794	97541	Mm.272427	NM_133794	ENSMUSG00000032604	Qars	1110018N24Rik|1200016L19Rik|C80286|GLNRS	glutaminyl-tRNA synthetase	protein-coding	0.044615	0.520737
NM_008087	chr7	51878467	51879117	+	0	NA	promoter-TSS (NM_008087)	promoter-TSS (NM_008087)	0	NM_008087	14453	Mm.207360	NM_008087	ENSMUSG00000030498	Gas2	Gas-2	growth arrest specific 2	protein-coding	0.009231	0.440860
NM_001001447	chr7	12897309	12897959	+	0	NA	promoter-TSS (NM_001290442)	promoter-TSS (NM_001290442)	0	NM_001001447	232878	Mm.40706	NM_001001447	ENSMUSG00000054715	Zscan22	AW227621|D530006B18Rik|Hkr2	zinc finger and SCAN domain containing 22	protein-coding	0.029231	0.479263
NM_027924	chr9	6167986	6168636	+	0	NA	promoter-TSS (NM_027924)	promoter-TSS (NM_027924)	0	NM_027924	71785	Mm.390122	NM_027924	ENSMUSG00000032006	Pdgfd	1110003I09Rik	platelet-derived growth factor, D polypeptide	protein-coding	0.020000	0.519201
NM_023764	chr7	141902311	141902961	-	0	NA	promoter-TSS (NM_023764)	promoter-TSS (NM_023764)	0	NM_023764	54473	Mm.103551	NM_023764	ENSMUSG00000025139	Tollip	4930403G24Rik|4931428G15Rik	toll interacting protein	protein-coding	0.066154	0.569892
NM_007856	chr7	143822667	143823317	+	0	NA	promoter-TSS (NM_030221)	promoter-TSS (NM_030221)	0	NM_007856	13360	Mm.249342	NM_007856	ENSMUSG00000058454	Dhcr7	AA409147	7-dehydrocholesterol reductase	protein-coding	0.055385	0.577573
NM_153774	chr1	135430341	135430991	-	0	NA	promoter-TSS (NM_001357577)	promoter-TSS (NM_001357577)	0	NM_153774	226432	Mm.271642	NM_153774	ENSMUSG00000041879	Ipo9	0710008K06Rik|AI845704|C78347|Imp9|Ranbp9	importin 9	protein-coding	0.076923	0.599078
NM_001164689	chr2	175868745	175869395	+	0	NA	promoter-TSS (NM_001177480).2	promoter-TSS (NM_001177480).2	0	NM_001164689	626832	Mm.441314	NM_001164689	ENSMUSG00000078887	Gm6710	1600017I02Rik|2310011F05Rik|2900089K14Rik|3100002L24Rik|WF-4	predicted gene 6710	protein-coding	0.006154	0.462366
NM_018864	chr3	10331289	10331939	-	0	NA	promoter-TSS (NM_001310433)	promoter-TSS (NM_001310433)	0	NM_018864	55980	Mm.183042	NM_018864	ENSMUSG00000027531	Impa1	2610002K09Rik|2900059K10Rik|AI325909	inositol (myo)-1(or 4)-monophosphatase 1	protein-coding	0.047692	0.422427
NM_019873	chr17	34644314	34644964	+	0	NA	promoter-TSS (NM_019873)	promoter-TSS (NM_019873)	0	NM_019873	56299	Mm.10025	NM_019873	ENSMUSG00000033739	Fkbpl	DIR1|NG7|Ppiase-X|Wisp39	FK506 binding protein-like	protein-coding	0.026154	0.468510
NM_023119	chr4	150236697	150237347	+	0	NA	promoter-TSS (NM_023119)	promoter-TSS (NM_023119)	0	NM_023119	13806	Mm.70666	NM_023119	ENSMUSG00000063524	Eno1	0610008I15|AL022784|Eno-1|MBP-1	enolase 1, alpha non-neuron	protein-coding	0.093846	0.694316
NM_007941	chr5	129008422	129009072	-	0	NA	promoter-TSS (NM_007941)	promoter-TSS (NM_007941)	0	NM_007941	13852	Mm.260716	NM_007941	ENSMUSG00000029428	Stx2	AW538950|Epim|G1-536-1|Syn-2|repro34	syntaxin 2	protein-coding	0.061538	0.603687
NM_053092	chr8	112011204	112011854	-	0	NA	promoter-TSS (NM_001363429)	promoter-TSS (NM_001363429)	0	NM_053092	85305	Mm.196544	NM_053092	ENSMUSG00000031948	Kars	AA589550|AL024334|AL033315|AL033367|D8Ertd698e|D8Wsu108e|LysRS|mKIAA0070	lysyl-tRNA synthetase	protein-coding	0.090769	0.626728
NM_007659	chr10	69352762	69353412	-	0	NA	promoter-TSS (NM_007659)	promoter-TSS (NM_007659)	0	NM_007659	12534	Mm.68442	NM_007659	ENSMUSG00000019942	Cdk1	Cdc2|Cdc2a|p34<CDC2>	cyclin-dependent kinase 1	protein-coding	0.052308	0.562212
NM_134037	chr11	100527850	100528500	-	0	NA	promoter-TSS (NM_001199296)	promoter-TSS (NM_001199296)	0	NM_134037	104112	Mm.282039	NM_134037	ENSMUSG00000020917	Acly	A730098H14Rik|AW538652	ATP citrate lyase	protein-coding	0.055385	0.628264
NM_172457	chr10	80701670	80702320	-	0	NA	promoter-TSS (NM_027829)	promoter-TSS (NM_027829)	0	NM_172457	208228	Mm.49309	NM_172457	ENSMUSG00000003348	Mob3a	5330417K06Rik|A630029F06|AV218468|Mobkl2a	MOB kinase activator 3A	protein-coding	0.078462	0.665131
NM_198967	chr6	148444202	148444852	-	0	NA	promoter-TSS (NM_001347518)	promoter-TSS (NM_001347518)	0	NM_198967	387314	Mm.137858	NM_198967	ENSMUSG00000030306	Tmtc1	Arg99|BC023818	transmembrane and tetratricopeptide repeat containing 1	protein-coding	0.095385	0.708141
NM_001195673	chr17	56769776	56770426	+	0	NA	promoter-TSS (NM_001195673)	promoter-TSS (NM_001195673)	0	NM_001195673	100504446	Mm.46157	NM_001195673	ENSMUSG00000090273	Prr22	Gm546	proline rich 22	protein-coding	0.009231	0.534562
NM_001025246	chr2	93187048	93187698	+	0	NA	promoter-TSS (NM_001025246)	promoter-TSS (NM_001025246)	0	NM_001025246	277414	Mm.41033	NM_001025246	ENSMUSG00000068735	Trp53i11	Tp53i11	transformation related protein 53 inducible protein 11	protein-coding	0.066154	0.608295
NR_040257	chr6	31219851	31220501	+	0	NA	promoter-TSS (NR_040257)	promoter-TSS (NR_040257)	0	NR_040257	73652	Mm.441297	NR_040257	ENSMUSG00000087380	2210408F21Rik	-	RIKEN cDNA 2210408F21 gene	ncRNA	0.030769	0.602151
NM_031251	chr11	73198869	73199519	-	0	NA	promoter-TSS (NM_001357892)	promoter-TSS (NM_001357892)	0	NM_031251	83429	Mm.259852	NM_031251	ENSMUSG00000005949	Ctns	AI195360|AW049661	cystinosis, nephropathic	protein-coding	0.043077	0.574501
NM_183150	chr17	25184061	25184711	+	0	NA	promoter-TSS (NM_183150)	promoter-TSS (NM_183150)	0	NM_183150	214489	Mm.274433	NM_183150	ENSMUSG00000067722	BC003965	Ccsmst1	cDNA sequence BC003965	protein-coding	0.080000	0.589862
NM_026217	chr18	46741429	46742079	-	0	NA	promoter-TSS (NM_026217)	promoter-TSS (NM_026217)	0	NM_026217	67526	Mm.9852	NM_026217	ENSMUSG00000032905	Atg12	4931423H11Rik|A330058M13Rik|Apg12l|Atg12l	autophagy related 12	protein-coding	0.092308	0.662058
NM_011416	chr19	26604660	26605310	+	0	NA	promoter-TSS (NM_011416)	promoter-TSS (NM_011416)	0	NM_011416	67155	Mm.491146	NM_011416	ENSMUSG00000024921	Smarca2	2610209L14Rik|SNF2alpha|Snf2l2|brahma|brm	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	protein-coding	0.084615	0.632873
NM_028454	chr19	6067700	6068350	-	0	NA	promoter-TSS (NM_028454)	promoter-TSS (NM_028454)	0	NM_028454	73166	Mm.489613	NM_028454	ENSMUSG00000024799	Tm7sf2	3110041O18Rik|ANG1|C14SR|Dhcr14	transmembrane 7 superfamily member 2	protein-coding	0.049231	0.585253
NM_011436	chr9	42124147	42124797	-	0	NA	promoter-TSS (NM_011436)	promoter-TSS (NM_011436)	0	NM_011436	20660	Mm.121920	NM_011436	ENSMUSG00000049313	Sorl1	2900010L19Rik|AI596264|AW261561|LR11|SorLA|gp250|mSorLA	sortilin-related receptor, LDLR class A repeats-containing	protein-coding	0.087692	0.649770
NM_025836	chr17	56290361	56291011	-	0	NA	promoter-TSS (NM_025836)	promoter-TSS (NM_025836)	0	NM_025836	66905	Mm.311696	NM_025836	ENSMUSG00000024197	Plin3	1300012C15Rik|M6prbp1|Tip47	perilipin 3	protein-coding	0.024615	0.568356
NM_007700	chr19	44107327	44107977	-	0	NA	promoter-TSS (NM_007700)	promoter-TSS (NM_007700)	0	NM_007700	12675	Mm.3996	NM_007700	ENSMUSG00000025199	Chuk	AI256658|Chuk1|Fbx24|Fbxo24|IKBKA|IKK alpha|IKK1|Ikka|NFKBIKA	conserved helix-loop-helix ubiquitous kinase	protein-coding	0.069231	0.545315
NM_011824	chr2	113758498	113759148	-	0	NA	promoter-TSS (NM_011824)	promoter-TSS (NM_011824)	0	NM_011824	23892	Mm.166318	NM_011824	ENSMUSG00000074934	Grem1	Cktsf1b1|Drm|Grem|ld	gremlin 1, DAN family BMP antagonist	protein-coding	0.081538	0.660522
NM_080563	chr12	26415112	26415762	-	0	NA	promoter-TSS (NM_080563)	promoter-TSS (NM_080563)	0	NM_080563	108089	Mm.214932	NM_080563	ENSMUSG00000020642	Rnf144a	Rnf144|UIP4|Ubce7ip4	ring finger protein 144A	protein-coding	0.066154	0.600614
NM_024451	chr5	139200137	139200787	+	0	NA	promoter-TSS (NM_024451)	promoter-TSS (NM_024451)	0	NM_024451	77053	Mm.210845	NM_024451	ENSMUSG00000036817	Sun1	4632417G13Rik|5730434D03Rik|Unc84a|mKIAA0810	Sad1 and UNC84 domain containing 1	protein-coding	0.092308	0.675883
NM_177681	chr5	143234663	143235313	+	0	NA	promoter-TSS (NM_001289590)	promoter-TSS (NM_001289590)	0	NM_177681	231866	Mm.55211	NM_177681	ENSMUSG00000029587	Zfp12	C530015C18|Krox-7|Zfp-12|Znf12	zinc finger protein 12	protein-coding	0.050769	0.509985
NM_009061	chr1	144003999	144004649	-	0	NA	promoter-TSS (NM_009061)	promoter-TSS (NM_009061)	0	NM_009061	19735	Mm.28262	NM_009061	ENSMUSG00000026360	Rgs2	GOS8	regulator of G-protein signaling 2	protein-coding	0.078462	0.608295
NM_027195	chr4	148803892	148804542	+	0	NA	promoter-TSS (NM_001159344)	promoter-TSS (NM_001159344)	0	NM_027195	69743	Mm.233879	NM_027195	ENSMUSG00000028977	Casz1	2410019P08Rik|AV096627|BC040081|Cst|D4Ertd432e	castor zinc finger 1	protein-coding	0.070769	0.563748
NM_030691	chr7	121074380	121075030	-	0	NA	promoter-TSS (NM_030691)	promoter-TSS (NM_030691)	0	NM_030691	80719	Mm.160384	NM_030691	ENSMUSG00000035004	Igsf6	-	immunoglobulin superfamily, member 6	protein-coding	0.020000	0.491551
NM_010829	chr13	92354853	92355503	-	0	NA	promoter-TSS (NM_010829)	promoter-TSS (NM_010829)	0	NM_010829	17686	Mm.343101	NM_010829	ENSMUSG00000014850	Msh3	D13Em1|Rep-3|Rep3	mutS homolog 3	protein-coding	0.095385	0.649770
NM_008325	chr5	108659831	108660481	+	0	NA	promoter-TSS (NM_008325)	promoter-TSS (NM_008325)	0	NM_008325	15932	Mm.358608	NM_008325	ENSMUSG00000033540	Idua	6030426D08	iduronidase, alpha-L	protein-coding	0.020000	0.580645
NR_045618	chr5	90366497	90367147	+	0	NA	promoter-TSS (NR_045618)	promoter-TSS (NR_045618)	0	NR_045618	791294	Mm.30508	NR_045618	ENSMUSG00000054945	Gm9958	-	predicted gene 9958	ncRNA	0.084615	0.634409
NM_024233	chr9	48480461	48481111	-	0	NA	promoter-TSS (NM_001357505)	promoter-TSS (NM_001357505)	0	NM_024233	104444	Mm.21911	NM_024233	ENSMUSG00000032026	Rexo2	1810038D15Rik|AW107347|Rex2|Sfn|Smfn	RNA exonuclease 2	protein-coding	0.067692	0.536098
NM_011965	chr7	114275966	114276616	-	0	NA	promoter-TSS (NM_011965)	promoter-TSS (NM_011965)	0	NM_011965	26440	Mm.121265	NM_011965	ENSMUSG00000030751	Psma1	C2|HC2|Pros-30|alpha-type	proteasome (prosome, macropain) subunit, alpha type 1	protein-coding	0.058462	0.546851
NM_023792	chr19	34877767	34878417	-	0	NA	promoter-TSS (NM_023792)	promoter-TSS (NM_023792)	0	NM_023792	75735	Mm.24742	NM_023792	ENSMUSG00000033610	Pank1	Pank|Pank1b	pantothenate kinase 1	protein-coding	0.040000	0.534562
NM_007420	chr18	62179831	62180481	-	0	NA	promoter-TSS (NM_007420)	promoter-TSS (NM_007420)	0	NM_007420	11555	Mm.5598	NM_007420	ENSMUSG00000045730	Adrb2	Adrb-2|Badm|Gpcr7	adrenergic receptor, beta 2	protein-coding	0.061538	0.648233
NM_009177	chr15	67176732	67177382	-	0	NA	promoter-TSS (NM_009177)	promoter-TSS (NM_009177)	0	NM_009177	20442	Mm.248334	NM_009177	ENSMUSG00000013846	St3gal1	5330418N22Rik|AI467004|ST3GalI|Siat4|Siat4a|St3gal-1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1	protein-coding	0.086154	0.680492
NM_013520	chr7	45136282	45136932	-	0	NA	promoter-TSS (NR_102725)	promoter-TSS (NR_102725)	0	NM_013520	14256	Mm.1658	NM_013520	ENSMUSG00000110206	Flt3l	Flt3lg|Ly72L	FMS-like tyrosine kinase 3 ligand	protein-coding	0.029231	0.548387
NM_028657	chr10	81356991	81357641	+	0	NA	promoter-TSS (NM_028657)	promoter-TSS (NM_028657)	0	NM_028657	73822	Mm.182281	NM_028657	ENSMUSG00000034854	Mfsd12	C19orf28|F630110N24Rik|Wdt1|gr	major facilitator superfamily domain containing 12	protein-coding	0.080000	0.576037
NM_011299	chr17	7169615	7170265	+	0	NA	promoter-TSS (NM_011299)	promoter-TSS (NM_011299)	0	NM_011299	20112	Mm.268383	NM_011299	ENSMUSG00000023809	Rps6ka2	90kDa|D17Wsu134e|Rps6ka-rs1|Rsk3|p90rsk|pp90rsk	ribosomal protein S6 kinase, polypeptide 2	protein-coding	0.080000	0.637481
NM_028006	chr10	39133523	39134173	+	0	NA	promoter-TSS (NM_028006)	promoter-TSS (NM_028006)	0	NM_028006	71924	Mm.297956	NM_028006	ENSMUSG00000019845	Tube1	2310061K05Rik|AI551343|Tube	epsilon-tubulin 1	protein-coding	0.055385	0.543779
NM_010797	chrX	169684699	169685349	+	0	NA	promoter-TSS (NM_001290512)	promoter-TSS (NM_001290512)	0	NM_010797	17318	Mm.34441	NM_010797	ENSMUSG00000035299	Mid1	61B3-R|DXHXS1141|Fxy|Trim18	midline 1	protein-coding	0.012308	0.411674
NM_175391	chr15	77533165	77533815	-	0	NA	promoter-TSS (NM_175391)	promoter-TSS (NM_175391)	0	NM_175391	108956	Mm.86391	NM_175391	ENSMUSG00000044309	Apol7c	2210421G13Rik	apolipoprotein L 7c	protein-coding	0.000000	0.485407
NM_010434	chr2	104494339	104494989	-	0	NA	promoter-TSS (NM_001145824)	promoter-TSS (NM_001145824)	0	NM_010434	15259	Mm.257925	NM_010434	ENSMUSG00000027177	Hipk3	DYRK6|FIST3|PKY|mir-1902	homeodomain interacting protein kinase 3	protein-coding	0.096923	0.649770
NM_023579	chr14	120910694	120911344	+	0	NA	promoter-TSS (NM_023579)	promoter-TSS (NM_023579)	0	NM_023579	70572	Mm.221452	NM_023579	ENSMUSG00000030662	Ipo5	1110011C18Rik|5730478E03Rik|AA409333|C76941|IMB3|Kpnb3|Ranbp5|imp5	importin 5	protein-coding	0.135385	0.772657
NM_133990	chrX	36111608	36112258	+	0	NA	promoter-TSS (NM_133990)	promoter-TSS (NM_133990)	0	NM_133990	16164	Mm.24208	NM_133990	ENSMUSG00000017057	Il13ra1	AI882074|CD213a1|IL-13R-alpha-1|IL-13r[a]|Il13ra|NR4	interleukin 13 receptor, alpha 1	protein-coding	0.061538	0.631336
NM_025337	chr4	139310244	139310894	+	0	NA	promoter-TSS (NM_025337)	promoter-TSS (NM_025337)	0	NM_025337	110198	Mm.482154	NM_025337	ENSMUSG00000028743	Akr7a5	0610025K21Rik|Afar|Afar1|Akr7a2	aldo-keto reductase family 7, member A5 (aflatoxin aldehyde reductase)	protein-coding	0.090769	0.692780
NM_001081956	chrX	36645264	36645914	-	0	NA	promoter-TSS (NM_001081956)	promoter-TSS (NM_001081956)	0	NM_001081956	338351	Mm.116704	NM_001081956	ENSMUSG00000059708	Akap17b	AA407619|AKAP-17B|B230333C21Rik|C230056F04Rik|PRKA17B|Sfrs17b|Srsf17b|Talia	A kinase (PRKA) anchor protein 17B	protein-coding	0.026154	0.565284
NM_133198	chr12	70227533	70228183	-	0	NA	promoter-TSS (NM_133198)	promoter-TSS (NM_133198)	0	NM_133198	110095	Mm.256926	NM_133198	ENSMUSG00000021069	Pygl	-	liver glycogen phosphorylase	protein-coding	0.049231	0.597542
NM_027290	chr2	5012641	5013291	-	0	NA	promoter-TSS (NM_001305259)	promoter-TSS (NM_001305259)	0	NM_027290	70024	Mm.23828	NM_027290	ENSMUSG00000026669	Mcm10	2410041F14Rik|AU018508|C330019M07Rik|C79164	minichromosome maintenance 10 replication initiation factor	protein-coding	0.030769	0.465438
NM_153507	chr8	94532528	94533178	+	0	NA	promoter-TSS (NM_153507)	promoter-TSS (NM_153507)	0	NM_153507	234577	Mm.291815	NM_153507	ENSMUSG00000034361	Cpne2	3322401K10Rik	copine II	protein-coding	0.115385	0.682028
NM_207214	chr14	49066517	49067167	-	0	NA	promoter-TSS (NM_207214)	promoter-TSS (NM_207214)	0	NM_207214	105504	Mm.31607	NM_207214	ENSMUSG00000061244	Exoc5	AI447711|AI448003|Gm76|PRO1912|SEC10|Sec10l1	exocyst complex component 5	protein-coding	0.032308	0.499232
NM_024220	chr7	97399503	97400153	+	0	NA	promoter-TSS (NM_024220)	promoter-TSS (NM_024220)	0	NM_024220	68197	Mm.334031	NM_024220	ENSMUSG00000030647	Ndufc2	1810004I06Rik|2010300P09Rik|G1|R75094	NADH:ubiquinone oxidoreductase subunit C2	protein-coding	0.035385	0.485407
NM_144824	chr11	69579099	69579749	-	0	NA	promoter-TSS (NM_011640)	promoter-TSS (NM_011640)	0	NM_144824	216853	Mm.31586	NM_144824	ENSMUSG00000041346	Wrap53	BC021790|Wdr79	WD repeat containing, antisense to Trp53	protein-coding	0.050769	0.529954
NM_027164	chr7	139212488	139213138	+	0	NA	promoter-TSS (NM_001143755)	promoter-TSS (NM_001143755)	0	NM_027164	76612	Mm.17757	NM_027164	ENSMUSG00000015980	Lrrc27	1700071K18Rik|2310044E02Rik	leucine rich repeat containing 27	protein-coding	0.035385	0.531490
NR_030675	chr15	79892988	79893638	-	0	NA	promoter-TSS (NR_030675)	promoter-TSS (NR_030675)	0	NR_030675	109361	Mm.394656	NR_030675		D730005E14Rik	-	RIKEN cDNA D730005E14 gene	ncRNA	0.012308	0.474654
NM_181857	chr5	34169376	34170026	-	0	NA	promoter-TSS (NM_146159)	promoter-TSS (NM_146159)	0	NM_181857	272158	Mm.319286	NM_181857	ENSMUSG00000045102	Poln	POL4P	DNA polymerase N	protein-coding	0.058462	0.579109
